id,name,lat,lon,cuisine,avg_rating,prep_capacity,manager_contact
3391,Hot Kitchen,12.970815,77.608308,Fast Food,,6,
3392,Urban Junction,12.964993,77.585031,Bakery & Desserts,3.8,6,+91-970113508
3393,Hot Cafe,12.974021,77.601212,South Indian,3.2,0,+91-833950870
3394,Fresh Plate,12.987587,77.593273,Healthy Bowls,4.2,6,+91-764653767
3395,Garden Express,12.970379,77.582936,Beverages,,15,
3396,Fresh House,12.976091,77.610322,Biryani,4.9,8,+91-861532911
3397,Namma Express,12.981421,77.610243,North Indian,3.7,4,+91-757099837
3398,Madras Box,12.95665,77.604621,South Indian,2.9,12,
3399,Cloud Kitchen,12.959922,77.603975,Bakery & Desserts,3.7,150,+91-947274432
3400,Urban Plate,12.960617,77.609692,Bakery & Desserts,3.4,8,+91-768295588
3401,Cloud Kitchen,12.984832,77.593524,Biryani,2.9,12,+91-940008133
3402,Garden Diner,12.967701,77.604407,Continental,3.5,20,+91-969118542
3403,Cloud Bowl,12.955956,77.602122,Beverages,,6,+91-776130681
3404,Urban Express,12.984063,77.587142,Italian,4.2,12,+91-898020037
3405,Namma Junction,12.961147,77.608477,Healthy Bowls,3.6,8,+91-899323518
3406,Bombay Bistro,12.966667,77.590319,Healthy Bowls,3.7,8,+91-743616714
3407,Garden Express,12.974415,77.585572,Beverages,3.4,20,+91-999796749
3408,Madras Plate,12.957716,77.610395,Chinese,4.8,10,+91-952928684
3409,Wok Junction,12.960358,77.600997,Biryani,4.5,6,+91-815251418
3410,Spice House,12.979327,77.594922,Fast Food,3.0,12,+91-815846553
3411,Wok Hub,12.980381,77.596378,Fast Food,4.4,8,+91-726023698
3412,Namma House,12.981504,77.607216,Beverages,4.1,4,
3413,Fresh Eats,12.97208,77.604406,North Indian,4.2,12,
3414,Spice Bowl,12.962532,77.601397,North Indian,4.4,15,+91-739709916
3415,Hot Eats,12.966521,77.59913,Bakery & Desserts,4.0,4,+91-923047754
3416,Green Junction,12.96875,77.591875,North Indian,4.8,4,+91-870131841
3417,Tandoor Diner,12.982143,77.603425,South Indian,4.2,15,+91-916922216
3418,Fresh Diner,12.970225,77.604479,Continental,3.4,15,+91-810603962
3419,Curry Bites,12.983183,77.583356,South Indian,3.3,10,+91-726103879
3420,Bombay Eats,12.979888,77.591104,Continental,3.2,8,+91-841557391
3421,Daily Junction,12.985268,77.596834,Fast Food,3.6,8,+91-785636922
3422,Wok Express,12.98368,77.584681,Chinese,2.8,6,+91-775658972
3423,Tandoor Junction,12.967938,77.581609,South Indian,4.2,12,+91-843728301
3424,Namma Plate,12.965859,77.5913,North Indian,4.6,6,+91-739426938
3425,Wok Corner,12.967408,77.598872,Chinese,3.8,12,+91-733083385
3426,Royal Junction,12.956086,77.598181,Healthy Bowls,3.6,12,+91-731908706
3427,Curry House,12.960043,77.591858,Chinese,3.3,8,+91-756222906
3428,Bombay Eats,12.986488,77.598913,Continental,4.4,4,+91-978977427
3429,Bombay House,12.956168,77.606149,North Indian,4.0,200,+91-748421632
3430,Royal Hub,12.964159,77.585743,Italian,4.9,20,+91-939120194
3431,Hot House,12.961561,77.586227,Continental,4.2,10,+91-866643742
3432,Green Cafe,12.976071,77.60931,Beverages,3.1,4,+91-949631198
3433,Green Bites,12.955649,77.585975,Beverages,3.2,4,+91-773844412
3434,Cloud Bites,12.980747,77.602694,Italian,4.4,8,+91-727404252
3435,Wok Bistro,12.959886,77.582701,Beverages,4.4,10,+91-932126531
3436,Namma Diner,12.987444,77.599668,Biryani,3.0,8,
3437,Curry Treats,12.978351,77.584667,Bakery & Desserts,3.9,12,+91-999543733
3438,Hot Hub,12.964732,77.589199,Healthy Bowls,3.3,15,+91-817513199
3439,Hot Eats,12.983775,77.597039,Italian,3.2,8,
3440,Green Junction,12.987305,77.608479,South Indian,4.3,15,+91-769741054
3441,Daily House,12.976235,77.595411,Continental,4.0,20,+91-940175519
3442,Hot Corner,12.983431,77.589018,Biryani,4.0,15,+91-768817904
3443,Royal Hub,12.961133,77.609091,North Indian,3.4,6,
3444,Daily Treats,12.97719,77.594766,Bakery & Desserts,3.5,20,+91-772379893
3445,Namma Hub,12.973846,77.601256,Chinese,4.5,4,
3446,Green Express,12.980848,77.581717,Continental,4.2,12,
3447,Urban Corner,12.97123,77.597358,Healthy Bowls,4.4,12,+91-711881759
3448,Hot Corner,12.976842,77.578854,Biryani,3.8,6,+91-796048381
3449,Hot Treats,12.964976,77.609831,Bakery & Desserts,4.3,6,+91-956349568
3450,Bombay Express,12.959279,77.582578,Biryani,,15,+91-953962566
3451,Royal Hub,12.963024,77.592425,Beverages,3.8,6,+91-854936958
3452,Spice Bites,12.972625,77.594027,South Indian,,15,
3453,Urban Hub,12.955632,77.607799,Chinese,2.9,20,+91-714728545
3454,Madras Junction,12.971004,77.587054,Bakery & Desserts,3.8,15,+91-722093343
3455,Tandoor Corner,12.970303,77.602622,Italian,3.7,15,+91-930621137
3456,Wok Eats,12.966744,77.584911,Healthy Bowls,3.1,8,+91-875715716
3457,Bombay Diner,12.96222,77.601937,South Indian,4.2,6,+91-861808983
3458,Hot Hub,12.964177,77.601833,South Indian,3.6,8,+91-764342573
3459,Daily Treats,12.977046,77.586169,Bakery & Desserts,4.8,10,+91-715133808
3460,Fresh Eats,12.974258,77.580636,Biryani,4.9,6,+91-829474068
3461,Spice Bowl,12.978352,77.58238,South Indian,2.9,12,+91-796969642
3462,Wok Diner,12.957375,77.588215,South Indian,4.4,8,+91-773943905
3463,Cloud Bites,12.979556,77.610395,Healthy Bowls,4.8,10,+91-752533981
3464,Bombay Cafe,12.974184,77.596012,Beverages,3.5,8,+91-821968430
3465,Wok Treats,12.987142,77.600789,Bakery & Desserts,4.1,4,+91-811270443
3466,Curry Bites,12.957188,77.582673,South Indian,3.1,12,+91-931019034
3467,Namma Eats,12.957659,77.592506,Continental,3.6,10,+91-980638891
3468,Cloud Bowl,12.964109,77.601012,South Indian,3.5,10,+91-855096698
3469,Curry Plate,12.973455,77.583608,Biryani,3.1,12,
3470,Spice Bistro,12.987226,77.59259,Chinese,3.9,20,+91-957890830
3471,Bombay Diner,12.986017,77.595981,Healthy Bowls,3.6,6,+91-875018329
3472,Cloud Corner,12.985783,77.591737,Beverages,3.4,8,+91-742935628
3473,Urban Diner,12.958887,77.578914,Biryani,2.9,12,+91-751674479
3474,Daily Kitchen,12.981802,77.608743,Biryani,4.2,8,+91-784632946
3475,Bombay Treats,12.984069,77.604958,Beverages,3.3,10,+91-783558467
3476,Garden Junction,12.986153,77.590662,Fast Food,3.5,6,+91-787051112
3477,Bombay Treats,12.96867,77.585924,Chinese,4.6,15,+91-719967616
3478,Bombay Corner,12.966638,77.584402,Italian,4.1,6,+91-925475831
3479,Wok Hub,12.974809,77.578878,North Indian,3.1,0,+91-785654855
3480,Green Bowl,12.969266,77.597646,Healthy Bowls,3.3,10,+91-887926851
3481,Bombay Bistro,12.959275,77.596413,Fast Food,4.3,10,+91-780753302
3482,Green Diner,12.966802,77.593013,Healthy Bowls,3.5,15,+91-792151195
3483,Green Bistro,12.972727,77.609294,Healthy Bowls,2.9,10,+91-843685209
3484,Curry Cafe,12.970879,77.594068,Chinese,,6,+91-819758685
3485,Urban Box,12.980734,77.607959,Continental,4.5,10,+91-739654295
3486,Fresh Kitchen,12.959659,77.584597,North Indian,3.5,4,
3487,Royal Corner,12.962964,77.588907,North Indian,4.0,12,+91-826869160
3488,Bombay House,12.983111,77.60226,Chinese,3.3,4,+91-959910108
3489,Hot Bowl,12.983673,77.584832,Healthy Bowls,3.5,20,+91-977614749
3490,Fresh Junction,12.961549,77.601126,North Indian,4.0,20,+91-729636074
3491,Curry Cafe,12.980505,77.603777,Bakery & Desserts,4.0,10,+91-743186557
3492,Madras Kitchen,12.983364,77.605657,Healthy Bowls,4.0,10,+91-917415365
3493,Royal Hub,12.977556,77.587955,North Indian,3.1,10,+91-713651053
3494,Bombay Treats,12.977561,77.579151,Italian,4.2,6,+91-848876045
3495,Fresh Corner,12.967946,77.579102,South Indian,3.7,4,+91-769364655
3496,Royal Diner,12.960867,77.604249,South Indian,4.0,20,
3497,Spice Cafe,12.971793,77.594626,Biryani,4.4,150,+91-893025429
3498,Namma Bites,12.975653,77.583142,Healthy Bowls,2.9,10,+91-916099108
3499,Tandoor House,12.96868,77.591893,Chinese,3.5,12,
3500,Namma Box,12.985399,77.594072,Biryani,4.0,20,+91-786974476
3501,Bombay House,12.961061,77.581303,Beverages,4.6,10,+91-759926172
3502,Namma Corner,12.972582,77.579667,Continental,4.6,20,
3503,Madras Junction,12.969777,77.584966,Biryani,2.9,10,+91-757744794
3504,Wok Bistro,12.969965,77.586392,Biryani,4.5,8,+91-874611183
3505,Spice Corner,12.984406,77.582787,North Indian,4.2,20,+91-718682795
3506,Royal Bistro,12.956425,77.595899,Biryani,3.1,8,+91-894461020
3507,Tandoor Corner,12.960367,77.595445,South Indian,,8,+91-887826631
3508,Spice Diner,12.96343,77.591594,South Indian,4.2,4,+91-821990004
3509,Hot Corner,12.962991,77.587705,Beverages,3.5,4,+91-814552235
3510,Tandoor Express,12.985967,77.596319,Beverages,,20,
3511,Daily Corner,12.976426,77.588525,Healthy Bowls,3.7,8,+91-715465365
3512,Cloud Junction,12.98505,77.585808,Italian,3.6,10,+91-723056527
3513,Curry Bites,12.971104,77.595367,Biryani,,20,+91-846526944
3514,Fresh Hub,12.976301,77.606503,Bakery & Desserts,3.3,12,
3515,Hot Diner,12.967023,77.597534,North Indian,4.8,15,+91-876547190
3516,Urban Corner,12.975823,77.605549,North Indian,3.6,15,+91-838287293
3517,Fresh Diner,12.957953,77.604988,South Indian,4.8,12,+91-994115154
3518,Urban Hub,12.973058,77.590751,Chinese,3.6,4,+91-830597682
3519,Tandoor Eats,12.96743,77.586012,Biryani,3.0,10,+91-988383612
3520,Hot Hub,12.966949,77.594541,Healthy Bowls,3.8,8,+91-792798281
3521,Wok Bites,12.980677,77.582431,Italian,3.5,10,+91-961359023
3522,Green Eats,12.98561,77.605063,Fast Food,4.7,8,+91-834877950
3523,Royal Hub,12.969364,77.587686,Continental,3.1,20,+91-844487436
3524,Fresh Bistro,12.958362,77.600141,South Indian,4.8,20,+91-867521898
3525,Daily Diner,12.959921,77.597894,Italian,4.0,8,+91-899941632
3526,Bombay Corner,12.968941,77.601161,South Indian,3.3,150,+91-935546357
3527,Royal Bowl,12.966874,77.587637,Biryani,4.0,6,+91-937893362
3528,Garden Plate,12.972668,77.608643,Biryani,4.6,12,
3529,Tandoor Eats,12.986568,77.590185,Beverages,3.6,12,+91-780543716
3530,Bombay Express,12.985125,77.600908,Beverages,,10,+91-998124025
3531,Wok House,12.975386,77.594239,Italian,3.8,10,+91-870016368
3532,Green Junction,12.984908,77.592345,Healthy Bowls,3.9,12,+91-882132414
3533,Bombay Bistro,12.986625,77.599085,Fast Food,3.1,12,+91-937011848
3534,Wok Cafe,12.968947,77.58969,Chinese,4.5,20,+91-710614306
3535,Madras Hub,12.984714,77.589171,Bakery & Desserts,4.2,6,
3536,Daily Bites,12.95955,77.601421,South Indian,4.1,8,+91-781673837
3537,Cloud Bowl,12.962691,77.584991,South Indian,3.0,10,+91-828142474
3538,Garden Treats,12.972808,77.606399,Italian,4.6,15,+91-919658671
3539,Wok Hub,12.959131,77.587433,Italian,3.9,4,+91-887819711
3540,Madras Bistro,12.981311,77.579288,Bakery & Desserts,,10,+91-948883379
3541,Madras Box,12.96831,77.609018,Chinese,3.5,10,
3542,Cloud Bistro,12.985156,77.589381,Continental,3.1,10,+91-955278459
3543,Urban Kitchen,12.95698,77.591906,Continental,3.0,20,+91-712370489
3544,Wok Diner,12.96823,77.601291,South Indian,,12,+91-881266230
3545,Spice Diner,12.968261,77.608449,Italian,3.0,10,+91-949045368
3546,Bombay Bites,12.956943,77.609122,North Indian,4.8,4,+91-993097001
3547,Tandoor Kitchen,12.95592,77.607197,North Indian,4.5,15,
3548,Cloud Box,12.955833,77.584273,Fast Food,3.9,8,+91-781088410
3549,Tandoor Cafe,12.975313,77.58062,Italian,4.7,6,+91-987161350
3550,Daily Bowl,12.970112,77.600328,Fast Food,,8,+91-749693496
3551,Green Bites,12.971258,77.606867,South Indian,3.6,8,+91-973827503
3552,Fresh Express,12.981648,77.605197,Fast Food,3.3,10,+91-858248026
3553,Cloud Kitchen,12.986898,77.599386,Fast Food,3.5,6,
3554,Spice Treats,12.979334,77.602526,Healthy Bowls,,6,
3555,Daily Bowl,12.983722,77.603995,Healthy Bowls,2.8,6,+91-766454099
3556,Urban Kitchen,12.974182,77.587069,South Indian,2.9,12,+91-834909822
3557,Tandoor Express,12.955828,77.60855,Bakery & Desserts,,12,+91-961852237
3558,Curry House,12.968355,77.60858,Bakery & Desserts,2.9,12,
3559,Urban Treats,12.970811,77.600715,Healthy Bowls,3.8,15,
3560,Spice Diner,12.976908,77.596925,South Indian,4.3,4,+91-841239219
3561,Madras Bites,12.976006,77.583634,Biryani,3.0,20,+91-997531453
3562,Tandoor Bistro,12.985847,77.583402,Continental,3.6,4,+91-932619920
3563,Curry Bowl,12.965035,77.583964,Beverages,3.4,15,+91-855248958
3564,Bombay Eats,12.961733,77.582712,Healthy Bowls,4.6,10,+91-826377550
3565,Wok Diner,12.965709,77.593467,Healthy Bowls,4.6,12,+91-784334891
3566,Urban Bowl,12.98318,77.581756,South Indian,3.3,15,+91-751842904
3567,Madras Cafe,12.987408,77.606979,Italian,,15,+91-845392913
3568,Spice Hub,12.958557,77.607123,Bakery & Desserts,3.5,8,+91-935777348
3569,Cloud Bistro,12.963733,77.607169,South Indian,3.6,4,+91-925214279
3570,Curry Diner,12.958913,77.582623,Italian,4.2,12,+91-942801557
3571,Madras Bowl,12.986474,77.593644,Bakery & Desserts,2.9,12,+91-752572841
3572,Madras Plate,12.964905,77.582756,North Indian,4.6,12,+91-966525228
3573,Daily Plate,12.983442,77.585185,Chinese,4.2,20,+91-852560929
3574,Madras Express,12.983685,77.599684,Fast Food,3.9,6,+91-826951157
3575,Madras Box,12.979355,77.604091,Continental,2.9,12,+91-994277127
3576,Curry Corner,12.978054,77.598228,Bakery & Desserts,3.1,20,+91-941356030
3577,Garden Corner,12.958754,77.592461,Healthy Bowls,2.8,4,+91-938614516
3578,Cloud House,12.970826,77.610581,Italian,3.4,10,+91-711594745
3579,Garden Hub,12.985887,77.595986,North Indian,3.9,12,+91-817182398
3580,Namma Bites,12.959167,77.604223,North Indian,4.3,8,+91-851129922
3581,Green Plate,12.98241,77.586294,Italian,4.2,15,+91-774131314
3582,Namma Bistro,12.956702,77.599875,Biryani,4.8,20,+91-852918791
3583,Daily Treats,12.957161,77.610072,Italian,3.0,15,+91-770087745
3584,Fresh Bowl,12.964197,77.579171,Chinese,3.5,20,+91-886573538
3585,Green Cafe,12.960501,77.580757,Chinese,3.9,10,+91-733073532
3586,Cloud House,12.964817,77.592233,South Indian,4.6,4,+91-761167745
3587,Cloud Box,12.96128,77.594215,Healthy Bowls,,12,
3588,Daily House,12.971674,77.585044,Chinese,4.5,10,
3589,Wok Express,12.973341,77.603512,Italian,3.0,8,+91-738748039
3590,Daily Box,12.972211,77.589609,Bakery & Desserts,3.2,10,+91-947482778
3591,Hot Cafe,12.980917,77.594498,Italian,3.5,10,+91-951542870
3592,Green Express,12.978718,77.57898,North Indian,3.3,10,+91-992894680
3593,Royal Kitchen,12.978285,77.5878,Biryani,3.1,20,+91-710293374
3594,Royal Plate,12.983232,77.59699,Continental,4.1,15,+91-975573877
3595,Bombay Express,12.962347,77.597319,Italian,4.1,10,
3596,Royal House,12.974256,77.581322,South Indian,4.1,6,
3597,Daily Hub,12.966102,77.590535,North Indian,3.3,12,+91-823903292
3598,Hot Express,12.961057,77.583062,Chinese,3.2,4,+91-873687896
3599,Daily Plate,12.957496,77.60318,Healthy Bowls,4.0,20,+91-885411164
3600,Curry Cafe,12.983695,77.609281,Healthy Bowls,3.3,4,+91-960436888
3601,Fresh Bistro,12.976384,77.595108,Healthy Bowls,2.9,4,+91-750479544
3602,Namma Bistro,12.964239,77.597754,Italian,3.2,15,+91-982978165
3603,Curry Cafe,12.959546,77.585747,North Indian,4.0,10,+91-969004961
3604,Spice Kitchen,12.983002,77.606835,Biryani,4.7,8,
3605,Hot House,12.962143,77.587042,South Indian,2.9,12,+91-753219615
3606,Hot Box,12.957455,77.608375,Continental,3.8,12,+91-757527398
3607,Royal Junction,12.962614,77.580845,Fast Food,4.7,20,
3608,Madras Hub,12.980298,77.590802,Beverages,,15,+91-923404218
3609,Hot Junction,12.973938,77.610181,South Indian,4.9,12,
3610,Urban Eats,12.963437,77.585178,Italian,2.9,10,+91-975182224
3611,Spice Junction,12.973912,77.599468,South Indian,4.0,4,+91-727393319
3612,Urban Junction,12.957043,77.583204,Chinese,3.7,15,+91-842726903
3613,Wok Bowl,12.960318,77.606731,North Indian,4.8,20,
3614,Daily Box,12.978528,77.585603,Beverages,3.1,4,+91-714591054
3615,Garden Hub,12.975485,77.593854,Healthy Bowls,,6,+91-723249444
3616,Daily Eats,12.973788,77.602713,Bakery & Desserts,4.5,15,+91-769954826
3617,Hot Diner,12.987565,77.602412,South Indian,3.7,8,+91-995341306
3618,Wok Box,12.96717,77.581317,Biryani,4.2,10,
3619,Hot Junction,12.980786,77.580152,Beverages,4.1,12,+91-940075074
3620,Urban Corner,12.983896,77.606251,North Indian,4.1,4,+91-846476216
3621,Namma Corner,12.98611,77.590099,North Indian,2.8,8,+91-843812038
3622,Daily Bites,12.975545,77.590921,Fast Food,3.9,10,
3623,Fresh Express,12.987393,77.596251,Fast Food,3.1,10,+91-973151137
3624,Urban Diner,12.974878,77.602231,South Indian,4.7,20,+91-818036728
3625,Fresh Bowl,12.97342,77.58236,Healthy Bowls,,6,+91-976740984
3626,Cloud Corner,12.963815,77.598823,Beverages,3.8,20,+91-993999287
3627,Curry Bistro,12.956876,77.609397,Chinese,3.1,10,+91-823373481
3628,Green Corner,12.968825,77.586727,Bakery & Desserts,3.4,20,+91-943728273
3629,Cloud Diner,12.977462,77.581288,Italian,4.7,4,+91-894921584
3630,Cloud Hub,12.959664,77.608735,Fast Food,4.8,12,+91-753569057
3631,Garden Corner,12.986932,77.581554,Fast Food,4.7,12,
3632,Garden Bistro,12.976738,77.590904,Continental,3.7,20,+91-777529987
3633,Bombay Bistro,12.971419,77.579185,Italian,4.2,15,+91-773085185
3634,Spice Bowl,12.985207,77.593088,Italian,3.1,4,+91-827018360
3635,Green Cafe,12.982694,77.596893,Bakery & Desserts,3.7,15,+91-988963975
3636,Royal Express,12.959456,77.584671,Bakery & Desserts,3.1,12,
3637,Garden Box,12.969527,77.59714,North Indian,3.5,20,
3638,Madras Plate,12.975707,77.605663,Italian,4.3,15,+91-750669440
3639,Bombay Cafe,12.982983,77.603723,South Indian,3.5,10,+91-959014929
3640,Hot House,12.987473,77.602596,Biryani,3.4,12,+91-793615819
3641,Daily Bowl,12.983698,77.588863,Chinese,4.9,6,+91-783762654
3642,Royal Plate,12.964211,77.589372,Beverages,4.6,20,+91-746438376
3643,Wok Bowl,12.98669,77.578703,North Indian,4.7,6,+91-773102352
3644,Hot Bistro,12.959784,77.598601,Chinese,4.0,15,
3645,Green Eats,12.978556,77.597194,Chinese,4.2,10,+91-891889939
3646,Tandoor Bistro,12.97289,77.603815,Beverages,4.6,8,+91-836379955
3647,Bombay Treats,12.977743,77.580078,Bakery & Desserts,3.7,6,+91-744366243
3648,Madras Corner,12.960066,77.594311,Healthy Bowls,4.0,10,+91-973181142
3649,Tandoor Bowl,12.98129,77.589579,North Indian,4.1,8,
3650,Spice Cafe,12.975596,77.583142,North Indian,,4,+91-787781486
3651,Daily Cafe,12.956188,77.585272,Fast Food,4.5,10,+91-893687141
3652,Urban Plate,12.964605,77.59627,Bakery & Desserts,4.1,12,+91-750336089
3653,Curry House,12.969057,77.587011,South Indian,4.0,12,+91-756825671
3654,Tandoor Kitchen,12.958668,77.581227,Italian,4.0,15,+91-868011786
3655,Green Express,12.977359,77.599282,Italian,4.7,20,+91-848519429
3656,Green Junction,12.983972,77.595557,Italian,3.8,8,+91-742700856
3657,Tandoor Eats,12.955911,77.609996,Beverages,3.1,20,+91-963825487
3658,Garden Bowl,12.960668,77.580091,Biryani,3.7,12,+91-750967625
3659,Curry Plate,12.977218,77.601095,Beverages,4.8,15,+91-978477949
3660,Garden Corner,12.98375,77.595448,Healthy Bowls,,6,+91-775443615
3661,Namma Junction,12.970964,77.594532,Healthy Bowls,3.4,10,+91-760620822
3662,Madras Bowl,12.983318,77.60923,Chinese,3.4,15,+91-928887861
3663,Urban Plate,12.956184,77.579246,North Indian,3.0,4,+91-743352275
3664,Tandoor Junction,12.970205,77.610228,Biryani,4.7,8,+91-920596175
3665,Wok House,12.974238,77.590441,South Indian,,4,+91-840232283
3666,Curry Cafe,12.986141,77.581532,North Indian,4.3,15,+91-735576269
3667,Royal Junction,12.958553,77.609035,North Indian,4.9,4,+91-838603141
3668,Fresh Cafe,12.970101,77.586154,North Indian,4.7,4,+91-965530095
3669,Namma Treats,12.960608,77.605067,Chinese,3.1,15,+91-820381139
3670,Green Eats,12.962279,77.590801,Healthy Bowls,3.6,6,
3671,Namma Plate,12.986004,77.586586,North Indian,4.5,4,+91-950645552
3672,Royal Plate,12.966447,77.581253,Italian,4.3,12,+91-764552059
3673,Bombay Junction,12.95746,77.609452,Healthy Bowls,4.5,15,+91-875060028
3674,Garden Bowl,12.975022,77.591948,Fast Food,4.6,8,+91-832701719
3675,Green Bistro,12.961343,77.591423,North Indian,4.6,15,+91-776038681
3676,Urban Plate,12.9664,77.586851,Continental,4.4,4,+91-961362770
3677,Spice House,12.957377,77.609464,Healthy Bowls,4.4,8,+91-876022310
3678,Royal Box,12.979217,77.590805,North Indian,4.3,4,+91-993769469
3679,Tandoor Plate,12.986734,77.586938,Bakery & Desserts,4.1,12,+91-954077927
3680,Cloud Diner,12.981812,77.585875,Bakery & Desserts,4.7,10,+91-815771413
3681,Madras Plate,12.964986,77.586753,Healthy Bowls,3.0,6,+91-898511951
3682,Spice Kitchen,12.972847,77.592652,Bakery & Desserts,4.7,6,+91-989989525
3683,Madras Junction,12.979544,77.603778,South Indian,3.5,4,+91-976345702
3684,Garden Eats,12.969437,77.58117,Beverages,4.8,15,
3685,Green Express,12.969961,77.593744,Continental,3.6,10,+91-874722291
3686,Bombay Express,12.981173,77.592471,South Indian,3.1,20,+91-944754988
3687,Fresh Bistro,12.96217,77.609022,Chinese,3.1,6,+91-966750565
3688,Green Bistro,12.98612,77.593444,North Indian,4.2,4,+91-745917350
3689,Cloud Box,12.98146,77.600618,Bakery & Desserts,4.6,20,+91-955934951
3690,Spice Diner,12.979771,77.604123,Italian,4.4,20,+91-715165349
3691,Garden Hub,12.980948,77.605797,Chinese,4.3,10,+91-855238218
3692,Fresh House,12.97541,77.60692,Biryani,3.7,10,+91-764474871
3693,Namma Eats,12.983631,77.609585,Bakery & Desserts,4.4,10,+91-960427834
3694,Tandoor Bistro,12.97203,77.584616,North Indian,3.2,20,+91-961970490
3695,Bombay Diner,12.975262,77.579187,Beverages,4.5,15,
3696,Cloud Box,12.982485,77.607873,Fast Food,4.4,4,+91-879158928
3697,Curry Eats,12.96479,77.609325,Healthy Bowls,2.9,4,+91-897255872
3698,Namma Treats,12.978466,77.578642,Beverages,3.6,12,+91-710713339
3699,Fresh Kitchen,12.964708,77.593559,Biryani,4.5,200,+91-713167647
3700,Green Bowl,12.960714,77.593174,South Indian,2.8,20,+91-993642336
3701,Wok Cafe,12.973053,77.609029,Biryani,3.2,200,+91-813269775
3702,Namma Bowl,12.96785,77.594937,North Indian,3.5,6,
3703,Garden Bowl,12.97276,77.580935,North Indian,3.5,8,+91-773616970
3704,Royal Kitchen,12.97712,77.609969,Biryani,4.9,12,+91-821783411
3705,Urban Eats,12.972012,77.590083,Fast Food,2.8,200,+91-946889531
3706,Royal Junction,12.979119,77.590558,Healthy Bowls,4.6,6,+91-729515155
3707,Fresh Box,12.980707,77.590846,Healthy Bowls,3.3,10,+91-959611242
3708,Spice Junction,12.961301,77.585117,North Indian,3.2,20,+91-937324801
3709,Green Treats,12.97087,77.598112,South Indian,3.5,20,+91-748542578
3710,Curry Junction,12.983428,77.592382,Biryani,3.2,15,+91-747574051
3711,Daily House,12.967531,77.592063,Biryani,,12,+91-841233881
3712,Urban Diner,12.980873,77.608331,Beverages,4.0,10,+91-927277547
3713,Daily Eats,12.961951,77.587598,Italian,3.3,12,
3714,Tandoor Bowl,12.97384,77.57873,North Indian,4.3,6,
3715,Namma Box,12.965531,77.603393,Bakery & Desserts,3.7,8,+91-815747790
3716,Bombay Plate,12.979223,77.593451,Continental,4.8,6,+91-835975428
3717,Daily Diner,12.972557,77.60558,Chinese,4.7,4,+91-782747009
3718,Spice Hub,12.961031,77.593453,Beverages,3.9,200,+91-871793066
3719,Tandoor Diner,12.972477,77.610126,South Indian,3.9,200,+91-780273663
3720,Bombay Treats,12.957625,77.60762,North Indian,4.6,8,+91-713118871
3721,Cloud Cafe,12.969113,77.60344,Healthy Bowls,4.1,4,+91-769440435
3722,Namma Kitchen,12.955868,77.582546,Continental,4.0,4,+91-744692399
3723,Bombay Diner,12.963837,77.595583,Healthy Bowls,,20,+91-935823159
3724,Royal Diner,12.963759,77.607402,Bakery & Desserts,3.8,15,+91-919428024
3725,Spice Junction,12.977039,77.594739,Bakery & Desserts,3.7,4,+91-895283836
3726,Spice Diner,12.97748,77.585722,Beverages,2.8,15,+91-754886176
3727,Bombay House,12.978193,77.605511,Chinese,4.6,12,+91-954779565
3728,Namma Hub,12.980769,77.588841,South Indian,4.3,6,+91-974158800
3729,Tandoor Corner,12.976997,77.591006,Beverages,3.4,15,
3730,Curry Plate,12.986833,77.58369,North Indian,4.6,10,+91-969127088
3731,Madras Corner,12.972267,77.601479,North Indian,3.5,10,
3732,Namma Hub,12.974797,77.600935,Biryani,3.5,6,+91-945307552
3733,Madras Cafe,12.966291,77.603824,Chinese,4.0,4,+91-873374797
3734,Cloud Kitchen,12.975309,77.579997,South Indian,4.4,4,+91-984772464
3735,Curry Bites,12.968629,77.595801,Healthy Bowls,3.2,12,+91-958070282
3736,Cloud Diner,12.976301,77.586692,Bakery & Desserts,3.7,10,+91-876738102
3737,Namma Box,12.964198,77.596349,Fast Food,4.2,4,+91-829549956
3738,Spice Hub,12.970993,77.598661,Bakery & Desserts,,15,+91-862393373
3739,Daily Junction,12.975974,77.579764,South Indian,4.4,12,
3740,Garden Hub,12.959004,77.591151,Healthy Bowls,3.4,8,
3741,Green Eats,12.970786,77.595206,Bakery & Desserts,4.3,10,+91-910570202
3742,Garden Plate,12.984763,77.588673,Chinese,4.2,12,+91-917583144
3743,Tandoor House,12.97157,77.609265,Bakery & Desserts,3.6,20,
3744,Namma Hub,12.979583,77.580492,Bakery & Desserts,2.9,4,+91-810124737
3745,Spice Junction,12.976059,77.590043,Fast Food,4.9,10,+91-796752932
3746,Royal Express,12.965411,77.600087,Bakery & Desserts,4.7,4,+91-845350739
3747,Spice Express,12.958145,77.610471,Continental,4.0,8,+91-782139970
3748,Fresh Hub,12.978678,77.589588,Continental,3.5,15,
3749,Daily Diner,12.966616,77.588941,Chinese,2.9,20,+91-912747509
3750,Tandoor Treats,12.984729,77.586475,Beverages,3.4,15,+91-989610342
3751,Bombay Diner,12.978071,77.589642,Bakery & Desserts,4.7,15,+91-873410883
3752,Cloud Hub,12.985779,77.582743,Bakery & Desserts,4.7,10,+91-738331922
3753,Fresh Bistro,12.976768,77.588066,North Indian,4.1,20,
3754,Green Express,12.973914,77.596489,Healthy Bowls,4.0,6,
3755,Royal Diner,12.959718,77.582653,Biryani,3.8,20,+91-879218511
